Monster_small_11_3,Monster_small,,The monster can talk! Run!!!
Player_11_4,Player,,Come back! I don't want to be alone...
Monster_small_11_5,Monster_small,,Hi! You look tired. Have you been out in the forest alone?
Player_11_6,Player,,Yeah. I went and killed that big old cat in the dungeon. He'll not bother you any more.
Monster_small_11_7,Monster_small,,Oh! Then I guess you saved us all...
Monster_small_11_8,Monster_small,,I'll go back and tell others this great news!
Player_11_9,Player,,Oh wow. Will I finally get to be the hero?

Conversation 13,backToTown
Description,
entrytag,Actor,Description,Dialogue Text
Player_13_1,Player,,people are sharing the good news of extermination of the monsters.
Player_13_2,Player,,They are laughing and cheering. Together.
Player_13_3,Player,,Look how happy they are together. And I still have nothing.
Player_13_4,Player,,Maybe merging with that lonely cat is not the worst idea. At least I wouldn't be alone then.
Monster_small_13_5,Monster_small,,That's the monster! Kill it! Kill it!
Player_13_6,Player,,No! I'm not!
Monster_small_13_7,Monster_small,,(Ka-BLAM)
Monster_small_13_8,Monster_small,,"Get out of here, monster!"
Monster_small_13_9,Monster_small,,"Don't let the monster get between us! He'll split us up, that's what they do."
Monster_small_13_10,Monster_small,,Nothing is getting between our love. Never ever again.
Player_13_11,Player,,(You died alone on the cold ground.)
Monster_small_13_12,Monster_small,,What the...?
Monster_small_13_13,Monster_small,,It's the monster that prowls the northern dungeons! Run!
Player_13_14,Player,,They've gone? Then it's my village now. I own it. Mine alone.
Player_13_15,Player,,Um...yay?
Monster_small_13_16,Monster_small,,

Conversation 14,getHelp
Description,
entrytag,Actor,Description,Dialogue Text
Player_14_1,Player,,You've spawned a LOT of minions.
Player_14_2,Player,,Some may call them monsters. But they're YOUR monsters.
Player_14_3,Player,,You'll never be alone again. Not like in town. Not like when you were a human.

Conversation 15,dungeonForever
Description,
entrytag,Actor,Description,Dialogue Text
Player_15_1,Player,,The dungeon is your home now.
Player_15_2,Player,,"Having raised hundreds, even thousands of minions, you're hated and feared by the humans."
Player_15_3,Player,,"It's said that the humans tell stories of you, of a lonely hero who made friends with a monster, and became one."
Player_15_4,Player,,"But none of it matters. You have your family of monsters, and you'll never be alone again."

Conversation 16,beforeBoss
Description,
entrytag,Actor,Description,Dialogue Text
Player_16_1,Player,,"The room gets larger, and the monsters become more numerous."
Player_16_2,Player,,Anyone would think they're trying to protect something...
